Gender,Age,Marital Status,Employee Type,Shift Type,Location,Commute Distance,Vehicle type,Health Status,Department,Overtime,Weekly Working Hours,Promotion Status,English Language Level,Bonus Type,Current Skill,Employee Satisfaction,Training Type,Productivity Before,Productivity After,Training Hours,Employee performance,Years of Experience,Job Level,Education Level,Gross Income,Bonus,Insurance Status,Insurance Type,Work Position,Team Size
Female,31,Single,Remote,Flexible,Location_Group_3,28,Public,Average,Department_Group_9,Yes,30,No,Basic,Fixed,UI-Design,Low,In-Person,39,57,29,5,8,Job Level_Group_1,PhD,Very High,1374,No,,Work Position_Group_2,Team Size_Group_4
Male,37,Married,Contract,Day,Location_Group_5,35,Public,Good,Department_Group_5,Yes,36,Yes,Advanced,Percentage,Artificial-Intelligence,High,Online,41,57,14,2,6,Job Level_Group_2,PhD,Very High,4329,Yes,Both,Work Position_Group_1,Team Size_Group_8
Female,33,Single,Contract,Night,Location_Group_7,19,Private,Good,Department_Group_1,Yes,54,No,Intermediate,Percentage,Artificial-Intelligence,Medium,Workshop,69,81,71,7,6,Job Level_Group_2,PhD,High,559,No,,Work Position_Group_2,Team Size_Group_4
Female,37,Married,Full-Time,Day,Location_Group_7,5,Public,Good,Department_Group_3,No,29,Yes,Advanced,Fixed,Marketing,High,,62,62,0,3,7,Job Level_Group_1,PhD,High,708,No,,Work Position_Group_1,Team Size_Group_9
Male,41,Married,Full-Time,Day,Location_Group_7,14,Private,Good,Department_Group_4,Yes,33,No,Advanced,Fixed,Management,Low,Workshop,74,87,55,1,7,Job Level_Group_1,PhD,High,1020,Yes,Both,Work Position_Group_1,Team Size_Group_1
Female,39,Single,Part-Time,Night,Location_Group_7,35,Public,Average,Department_Group_7,No,20,No,Advanced,Fixed,Business Strategy,Low,In-Person,64,83,11,5,9,Job Level_Group_1,PhD,High,1259,No,,Work Position_Group_1,Team Size_Group_6
Female,36,Single,Full-Time,Flexible,Location_Group_3,22,Public,Poor,Department_Group_7,Yes,37,Yes,Intermediate,Percentage,Customer-Relation,High,,79,79,0,2,6,Job Level_Group_2,PhD,High,520,No,,Work Position_Group_1,Team Size_Group_6
Male,28,Single,Remote,Night,Location_Group_1,5,Public,Good,Department_Group_5,Yes,37,Yes,Intermediate,Percentage,Finance,Medium,Online,72,83,11,2,3,Job Level_Group_3,Master,Medium,3563,Yes,Both,Work Position_Group_2,Team Size_Group_4
Female,38,Married,Contract,Day,Location_Group_4,41,Private,Average,Department_Group_2,Yes,47,No,Basic,Fixed,Finance,Medium,In-Person,54,66,91,7,8,Job Level_Group_1,PhD,Medium,527,No,,Work Position_Group_1,Team Size_Group_6
Male,41,Married,Contract,Day,Location_Group_5,33,Private,Good,Department_Group_1,Yes,48,No,Intermediate,Percentage,Data-Science,Medium,In-Person,32,49,27,8,5,Job Level_Group_2,PhD,High,760,No,,Work Position_Group_2,Team Size_Group_4
Female,42,Married,Remote,Night,Location_Group_3,3,Private,Average,Department_Group_6,Yes,54,No,Intermediate,Percentage,Artificial-Intelligence,High,Workshop,33,44,76,7,6,Job Level_Group_2,PhD,Very High,1463,Yes,Life,Work Position_Group_1,Team Size_Group_2
Female,29,Single,Remote,Flexible,Location_Group_3,6,Public,Poor,Department_Group_6,No,51,Yes,Basic,Fixed,Programming,High,Workshop,66,84,89,9,4,Job Level_Group_3,Master,Medium,3241,Yes,Life,Work Position_Group_2,Team Size_Group_4
Male,43,Married,Remote,Day,Location_Group_6,11,Public,Average,Department_Group_2,Yes,33,No,Advanced,Percentage,Project-Management,High,Online,34,46,108,4,8,Job Level_Group_1,PhD,High,903,Yes,Both,Work Position_Group_1,Team Size_Group_11
Male,43,Single,Part-Time,Night,Location_Group_5,12,Public,Poor,Department_Group_9,No,41,No,Intermediate,Percentage,Project-Management,Low,In-Person,45,62,74,2,5,Job Level_Group_2,PhD,Very High,869,No,,Work Position_Group_2,Team Size_Group_4
Female,44,Single,Remote,Flexible,Location_Group_3,22,Public,Poor,Department_Group_9,No,59,Yes,Intermediate,Fixed,Sale,High,In-Person,76,88,69,8,5,Job Level_Group_2,PhD,Very High,3072,No,,Work Position_Group_2,Team Size_Group_4
Female,22,Single,Contract,Day,Location_Group_5,21,Private,Poor,Department_Group_3,No,30,Yes,Intermediate,Fixed,Production,Medium,,55,55,0,4,2,Job Level_Group_4,Bachelor,Low,968,Yes,Life,Work Position_Group_2,Team Size_Group_4
Male,27,Single,Part-Time,Flexible,Location_Group_4,43,Private,Poor,Department_Group_1,No,58,Yes,Intermediate,Percentage,UX-Design,High,,70,70,0,2,4,Job Level_Group_3,Master,Medium,981,Yes,Life,Work Position_Group_2,Team Size_Group_4
Male,40,Married,Remote,Flexible,Location_Group_2,21,Private,Good,Department_Group_6,No,46,Yes,Intermediate,Fixed,Data-Science,Low,Workshop,36,53,55,8,5,Job Level_Group_2,PhD,Very High,3319,Yes,Health,Work Position_Group_2,Team Size_Group_4
Female,21,Single,Contract,Flexible,Location_Group_7,4,Private,Average,Department_Group_2,Yes,51,No,Basic,Fixed,Management,Low,,70,70,0,1,2,Job Level_Group_4,Bachelor,Low,940,Yes,Health,Work Position_Group_2,Team Size_Group_4
Female,33,Single,Full-Time,Day,Location_Group_2,35,Public,Good,Department_Group_2,Yes,51,Yes,Basic,Fixed,Artificial-Intelligence,High,Workshop,52,62,118,8,5,Job Level_Group_2,PhD,High,4456,No,,Work Position_Group_2,Team Size_Group_4
Male,24,Married,Remote,Night,Location_Group_6,33,Private,Good,Department_Group_4,Yes,36,No,Intermediate,Fixed,Project-Management,High,Online,57,67,101,2,2,Job Level_Group_4,Bachelor,Low,768,No,,Work Position_Group_2,Team Size_Group_4
Male,36,Married,Remote,Night,Location_Group_2,18,Private,Good,Department_Group_2,No,25,No,Advanced,Percentage,Production,Low,,31,31,0,4,9,Job Level_Group_1,PhD,Medium,1073,Yes,Life,Work Position_Group_1,Team Size_Group_9
Male,42,Married,Remote,Flexible,Location_Group_7,19,Public,Average,Department_Group_7,Yes,38,No,Intermediate,Fixed,UX-Design,Low,Workshop,58,74,65,3,7,Job Level_Group_1,PhD,High,1013,No,,Work Position_Group_1,Team Size_Group_5
Female,28,Single,Contract,Day,Location_Group_7,39,Private,Average,Department_Group_5,No,59,Yes,Intermediate,Fixed,Sale,Low,,48,48,0,1,4,Job Level_Group_3,Master,Medium,726,Yes,Life,Work Position_Group_2,Team Size_Group_4
Female,37,Married,Part-Time,Day,Location_Group_3,20,Public,Poor,Department_Group_3,No,21,Yes,Intermediate,Fixed,Programming,Medium,Workshop,52,70,61,3,6,Job Level_Group_2,PhD,Very High,3651,Yes,Life,Work Position_Group_1,Team Size_Group_10
Female,28,Married,Remote,Day,Location_Group_3,5,Private,Poor,Department_Group_9,Yes,40,Yes,Intermediate,Percentage,Production,Low,Online,46,60,111,3,4,Job Level_Group_3,Master,Medium,3867,Yes,Both,Work Position_Group_2,Team Size_Group_4
Male,44,Single,Part-Time,Night,Location_Group_6,8,Public,Poor,Department_Group_9,Yes,28,No,Advanced,Percentage,Project-Management,Low,Workshop,57,72,85,1,8,Job Level_Group_1,PhD,High,688,Yes,Life,Work Position_Group_1,Team Size_Group_9
Male,19,Married,Full-Time,Flexible,Location_Group_4,9,Private,Good,Department_Group_3,No,44,No,Intermediate,Fixed,Artificial-Intelligence,High,In-Person,37,48,87,4,1,Job Level_Group_4,Diploma,Low,1407,Yes,Health,Work Position_Group_2,Team Size_Group_4
Male,28,Single,Contract,Day,Location_Group_7,13,Private,Good,Department_Group_7,No,48,No,Basic,Fixed,Production,High,Online,61,80,65,9,3,Job Level_Group_3,Master,Medium,1141,Yes,Life,Work Position_Group_2,Team Size_Group_4
Female,22,Single,Part-Time,Day,Location_Group_2,16,Public,Poor,Department_Group_1,Yes,29,No,Advanced,Percentage,Customer-Relation,Medium,Workshop,79,97,102,4,2,Job Level_Group_4,Bachelor,Low,869,No,,Work Position_Group_2,Team Size_Group_4
Female,19,Single,Part-Time,Flexible,Location_Group_2,39,Private,Good,Department_Group_5,Yes,28,No,Advanced,Percentage,Business Strategy,Low,Online,51,63,77,5,1,Job Level_Group_4,Diploma,Low,1468,Yes,Both,Work Position_Group_2,Team Size_Group_4
Male,38,Married,Remote,Day,Location_Group_4,13,Private,Average,Department_Group_6,No,39,No,Advanced,Fixed,Customer-Relation,High,Online,51,64,87,1,8,Job Level_Group_1,PhD,Very High,1402,Yes,Health,Work Position_Group_1,Team Size_Group_6
Female,41,Single,Part-Time,Night,Location_Group_5,32,Private,Average,Department_Group_6,Yes,28,Yes,Intermediate,Fixed,Customer-Relation,Medium,Workshop,51,68,68,1,7,Job Level_Group_1,PhD,Very High,4146,Yes,Health,Work Position_Group_1,Team Size_Group_1
Male,20,Single,Full-Time,Flexible,Location_Group_3,41,Private,Poor,Department_Group_4,Yes,41,Yes,Advanced,Fixed,Marketing,Low,Workshop,37,55,34,4,1,Job Level_Group_4,Diploma,Low,3878,No,,Work Position_Group_2,Team Size_Group_4
Male,36,Single,Part-Time,Night,Location_Group_7,9,Public,Poor,Department_Group_1,No,26,No,Basic,Fixed,UI-Design,Low,Workshop,61,73,63,2,7,Job Level_Group_1,PhD,Very High,818,Yes,Life,Work Position_Group_1,Team Size_Group_3
Male,19,Single,Full-Time,Night,Location_Group_7,36,Private,Good,Department_Group_5,No,35,Yes,Intermediate,Percentage,Project-Management,Low,,64,64,0,3,1,Job Level_Group_4,Diploma,Low,1117,No,,Work Position_Group_2,Team Size_Group_4
Female,36,Single,Contract,Flexible,Location_Group_1,6,Public,Good,Department_Group_3,Yes,53,Yes,Basic,Percentage,Project-Management,Medium,Online,68,87,83,8,6,Job Level_Group_2,PhD,High,4277,No,,Work Position_Group_1,Team Size_Group_9
Female,29,Married,Part-Time,Night,Location_Group_5,39,Private,Average,Department_Group_5,Yes,55,No,Advanced,Fixed,Artificial-Intelligence,Low,Workshop,70,84,87,9,3,Job Level_Group_3,Master,Medium,568,No,,Work Position_Group_2,Team Size_Group_4
Male,42,Single,Full-Time,Day,Location_Group_2,34,Private,Poor,Department_Group_6,Yes,52,No,Intermediate,Fixed,Quality-Supervisor,Medium,In-Person,64,82,78,7,8,Job Level_Group_1,PhD,Very High,665,No,,Work Position_Group_1,Team Size_Group_11
Male,29,Single,Contract,Flexible,Location_Group_4,15,Private,Poor,Department_Group_9,Yes,45,No,Basic,Fixed,Production,Low,,48,48,0,4,3,Job Level_Group_3,Master,Medium,1165,Yes,Health,Work Position_Group_2,Team Size_Group_4
Male,22,Married,Contract,Day,Location_Group_3,46,Public,Poor,Department_Group_5,No,49,No,Advanced,Percentage,Business Strategy,Medium,Online,57,71,11,7,2,Job Level_Group_4,Bachelor,Low,1437,Yes,Health,Work Position_Group_2,Team Size_Group_4
Male,40,Married,Remote,Day,Location_Group_5,9,Public,Average,Department_Group_7,No,44,Yes,Basic,Percentage,UX-Design,Medium,In-Person,61,73,60,1,7,Job Level_Group_1,PhD,Very High,3818,Yes,Both,Work Position_Group_1,Team Size_Group_11
Female,36,Married,Full-Time,Flexible,Location_Group_3,26,Public,Poor,Department_Group_6,Yes,21,No,Advanced,Percentage,Production,High,Workshop,56,67,72,5,9,Job Level_Group_1,PhD,High,1214,No,,Work Position_Group_1,Team Size_Group_5
Male,34,Married,Part-Time,Night,Location_Group_2,19,Public,Average,Department_Group_5,Yes,32,No,Intermediate,Fixed,Project-Management,Medium,In-Person,51,67,17,1,7,Job Level_Group_1,PhD,High,553,No,,Work Position_Group_2,Team Size_Group_4
Male,21,Married,Full-Time,Day,Location_Group_1,34,Private,Good,Department_Group_7,No,57,Yes,Intermediate,Percentage,Quality-Supervisor,High,In-Person,78,91,61,7,2,Job Level_Group_4,Bachelor,Low,3012,No,,Work Position_Group_2,Team Size_Group_4
Male,43,Married,Part-Time,Flexible,Location_Group_2,30,Public,Good,Department_Group_1,No,55,No,Basic,Percentage,Programming,Low,Online,78,90,55,8,5,Job Level_Group_2,PhD,Very High,1230,Yes,Health,Work Position_Group_2,Team Size_Group_4
Male,44,Single,Full-Time,Day,Location_Group_4,40,Private,Average,Department_Group_4,Yes,29,Yes,Advanced,Fixed,Production,Low,In-Person,73,86,66,2,6,Job Level_Group_2,PhD,High,3750,No,,Work Position_Group_1,Team Size_Group_10
Female,32,Single,Full-Time,Flexible,Location_Group_1,1,Private,Good,Department_Group_8,No,24,Yes,Basic,Percentage,UI-Design,High,,57,57,0,5,9,Job Level_Group_1,PhD,Very High,824,Yes,Health,Work Position_Group_2,Team Size_Group_4
Male,29,Single,Part-Time,Flexible,Location_Group_2,30,Public,Poor,Department_Group_1,Yes,37,No,Intermediate,Fixed,Finance,High,Online,35,52,60,3,4,Job Level_Group_3,Master,Medium,792,Yes,Life,Work Position_Group_2,Team Size_Group_4
Female,26,Married,Part-Time,Flexible,Location_Group_6,37,Public,Good,Department_Group_4,Yes,43,Yes,Advanced,Percentage,Production,Low,In-Person,50,65,18,5,3,Job Level_Group_3,Master,Medium,4329,No,,Work Position_Group_2,Team Size_Group_4
Male,40,Married,Contract,Day,Location_Group_7,26,Public,Poor,Department_Group_3,No,49,Yes,Advanced,Percentage,Sale,Medium,Online,48,67,69,8,5,Job Level_Group_2,PhD,High,4417,No,,Work Position_Group_2,Team Size_Group_4
Male,25,Single,Remote,Night,Location_Group_5,2,Public,Poor,Department_Group_1,No,34,No,Intermediate,Percentage,Production,Medium,,65,65,0,4,4,Job Level_Group_3,Bachelor,Low,1327,Yes,Health,Work Position_Group_2,Team Size_Group_4
Female,20,Married,Contract,Flexible,Location_Group_4,47,Private,Good,Department_Group_4,No,56,No,Basic,Fixed,Business Strategy,Medium,Workshop,62,73,17,7,1,Job Level_Group_4,Diploma,Low,535,No,,Work Position_Group_2,Team Size_Group_4
Female,34,Married,Part-Time,Night,Location_Group_2,26,Private,Poor,Department_Group_5,No,37,Yes,Intermediate,Percentage,UX-Design,High,Online,62,80,23,2,5,Job Level_Group_2,PhD,High,4375,No,,Work Position_Group_2,Team Size_Group_4
Female,37,Married,Full-Time,Night,Location_Group_5,45,Private,Good,Department_Group_4,Yes,20,Yes,Intermediate,Percentage,Quality-Supervisor,Medium,Workshop,48,65,26,2,7,Job Level_Group_1,PhD,High,3149,No,,Work Position_Group_1,Team Size_Group_2
Male,22,Married,Contract,Night,Location_Group_7,15,Public,Good,Department_Group_3,Yes,50,Yes,Intermediate,Fixed,Business Strategy,Low,Online,79,97,69,8,2,Job Level_Group_4,Bachelor,Low,3251,No,,Work Position_Group_2,Team Size_Group_4
Male,27,Married,Full-Time,Day,Location_Group_5,15,Public,Average,Department_Group_5,No,34,No,Intermediate,Fixed,Management,High,In-Person,34,46,91,1,4,Job Level_Group_3,Master,Medium,1078,No,,Work Position_Group_2,Team Size_Group_4
Female,21,Married,Part-Time,Night,Location_Group_5,13,Public,Good,Department_Group_6,Yes,41,Yes,Advanced,Percentage,Business Strategy,High,Workshop,36,54,98,2,2,Job Level_Group_4,Bachelor,Low,4401,No,,Work Position_Group_2,Team Size_Group_4
Male,34,Single,Part-Time,Day,Location_Group_2,12,Public,Good,Department_Group_6,No,38,No,Basic,Fixed,Marketing,High,In-Person,33,43,33,4,9,Job Level_Group_1,PhD,High,991,Yes,Health,Work Position_Group_2,Team Size_Group_4
Female,28,Single,Part-Time,Flexible,Location_Group_1,20,Private,Average,Department_Group_4,No,44,Yes,Intermediate,Fixed,UX-Design,Low,,49,49,0,5,3,Job Level_Group_3,Master,Medium,805,Yes,Health,Work Position_Group_2,Team Size_Group_4
Female,42,Single,Contract,Night,Location_Group_7,43,Private,Good,Department_Group_6,No,48,No,Basic,Percentage,Programming,Low,,68,68,0,4,7,Job Level_Group_1,PhD,Medium,1359,No,,Work Position_Group_1,Team Size_Group_10
Male,43,Married,Remote,Night,Location_Group_4,46,Private,Average,Department_Group_5,No,22,No,Basic,Percentage,Artificial-Intelligence,Low,In-Person,33,46,63,3,8,Job Level_Group_1,PhD,High,1360,No,,Work Position_Group_1,Team Size_Group_3
Male,19,Single,Contract,Night,Location_Group_1,46,Private,Good,Department_Group_3,No,24,No,Intermediate,Percentage,Production,Low,Online,59,78,33,1,1,Job Level_Group_4,Diploma,Low,640,No,,Work Position_Group_2,Team Size_Group_4
Female,41,Married,Full-Time,Night,Location_Group_1,43,Public,Good,Department_Group_2,No,41,No,Basic,Percentage,Artificial-Intelligence,Low,In-Person,47,60,11,3,6,Job Level_Group_2,PhD,High,1476,Yes,Health,Work Position_Group_1,Team Size_Group_1
Female,30,Single,Part-Time,Flexible,Location_Group_5,19,Public,Average,Department_Group_6,No,20,Yes,Basic,Percentage,UX-Design,Medium,In-Person,47,66,47,1,7,Job Level_Group_1,Master,Medium,4376,Yes,Health,Work Position_Group_2,Team Size_Group_4
Female,36,Single,Contract,Day,Location_Group_2,33,Public,Average,Department_Group_3,No,31,Yes,Advanced,Fixed,Quality-Supervisor,Medium,,32,32,0,3,7,Job Level_Group_1,PhD,Medium,563,No,,Work Position_Group_1,Team Size_Group_2
Female,40,Single,Part-Time,Flexible,Location_Group_3,37,Private,Good,Department_Group_1,Yes,21,Yes,Intermediate,Fixed,Artificial-Intelligence,High,In-Person,53,68,90,3,7,Job Level_Group_1,PhD,High,3739,No,,Work Position_Group_1,Team Size_Group_2
Male,37,Single,Full-Time,Day,Location_Group_6,1,Public,Average,Department_Group_8,Yes,41,Yes,Basic,Fixed,UI-Design,High,,48,48,0,4,8,Job Level_Group_1,PhD,High,750,Yes,Health,Work Position_Group_1,Team Size_Group_9
Female,32,Married,Remote,Day,Location_Group_4,7,Public,Average,Department_Group_8,No,51,Yes,Intermediate,Fixed,Marketing,High,In-Person,63,82,97,8,9,Job Level_Group_1,PhD,Very High,4130,Yes,Life,Work Position_Group_2,Team Size_Group_4
Male,22,Single,Part-Time,Flexible,Location_Group_4,47,Private,Poor,Department_Group_5,No,31,Yes,Advanced,Percentage,Artificial-Intelligence,Low,,36,36,0,3,2,Job Level_Group_4,Bachelor,Low,989,Yes,Health,Work Position_Group_2,Team Size_Group_4
Male,38,Single,Contract,Day,Location_Group_5,4,Private,Good,Department_Group_8,No,53,No,Intermediate,Percentage,Production,High,Online,57,67,99,8,6,Job Level_Group_2,PhD,High,1056,No,,Work Position_Group_1,Team Size_Group_10
Female,29,Married,Part-Time,Flexible,Location_Group_1,25,Private,Poor,Department_Group_2,Yes,23,No,Basic,Percentage,UX-Design,High,Online,56,68,45,3,4,Job Level_Group_3,Master,Medium,739,Yes,Both,Work Position_Group_2,Team Size_Group_4
Male,38,Married,Part-Time,Night,Location_Group_4,17,Public,Poor,Department_Group_7,Yes,51,No,Intermediate,Percentage,UX-Design,Low,In-Person,60,77,53,7,6,Job Level_Group_2,PhD,Very High,941,No,,Work Position_Group_1,Team Size_Group_5
Male,28,Married,Remote,Flexible,Location_Group_5,33,Public,Good,Department_Group_8,No,32,No,Basic,Fixed,Management,High,Online,76,94,82,2,4,Job Level_Group_3,Master,Medium,526,Yes,Health,Work Position_Group_2,Team Size_Group_4
Female,24,Single,Contract,Flexible,Location_Group_4,8,Private,Good,Department_Group_6,Yes,56,No,Basic,Percentage,Artificial-Intelligence,Medium,Online,56,69,65,7,2,Job Level_Group_4,Bachelor,Low,1412,Yes,Health,Work Position_Group_2,Team Size_Group_4
Female,24,Married,Part-Time,Night,Location_Group_3,26,Public,Average,Department_Group_8,Yes,57,No,Basic,Fixed,UX-Design,Medium,Workshop,52,63,58,8,2,Job Level_Group_4,Bachelor,Low,1373,No,,Work Position_Group_2,Team Size_Group_4
Male,43,Single,Contract,Night,Location_Group_5,34,Public,Good,Department_Group_6,Yes,49,Yes,Intermediate,Fixed,Project-Management,High,Online,58,73,22,7,6,Job Level_Group_2,PhD,High,3346,Yes,Life,Work Position_Group_1,Team Size_Group_11
Male,41,Single,Contract,Day,Location_Group_4,21,Private,Good,Department_Group_9,Yes,31,No,Basic,Fixed,Artificial-Intelligence,Low,Workshop,49,64,29,4,5,Job Level_Group_2,PhD,High,630,Yes,Health,Work Position_Group_2,Team Size_Group_4
Female,37,Married,Contract,Day,Location_Group_2,11,Private,Poor,Department_Group_8,No,22,Yes,Basic,Percentage,Programming,Medium,Online,64,78,22,5,8,Job Level_Group_1,PhD,High,4106,Yes,Health,Work Position_Group_1,Team Size_Group_10
Male,36,Single,Remote,Night,Location_Group_3,33,Private,Poor,Department_Group_1,No,24,No,Advanced,Fixed,Customer-Relation,Low,Workshop,38,54,31,4,7,Job Level_Group_1,PhD,Very High,730,No,,Work Position_Group_1,Team Size_Group_7
Male,30,Married,Contract,Flexible,Location_Group_6,4,Public,Average,Department_Group_5,Yes,36,Yes,Advanced,Percentage,Production,Medium,,60,60,0,1,6,Job Level_Group_2,Master,Medium,1003,Yes,Life,Work Position_Group_2,Team Size_Group_4
Male,19,Married,Part-Time,Flexible,Location_Group_5,46,Public,Average,Department_Group_2,Yes,29,No,Intermediate,Fixed,Business Strategy,High,Workshop,49,66,101,2,1,Job Level_Group_4,Diploma,Low,1282,Yes,Health,Work Position_Group_2,Team Size_Group_4
Female,24,Married,Full-Time,Flexible,Location_Group_1,46,Public,Poor,Department_Group_2,No,25,Yes,Intermediate,Percentage,Marketing,Medium,Workshop,44,57,70,2,2,Job Level_Group_4,Bachelor,Low,3566,No,,Work Position_Group_2,Team Size_Group_4
Female,31,Married,Contract,Flexible,Location_Group_5,33,Private,Good,Department_Group_5,Yes,43,No,Advanced,Fixed,Finance,Low,In-Person,34,49,43,1,5,Job Level_Group_2,PhD,High,561,No,,Work Position_Group_2,Team Size_Group_4
Male,23,Married,Part-Time,Flexible,Location_Group_7,24,Public,Average,Department_Group_1,No,57,No,Advanced,Percentage,Programming,High,Workshop,55,73,93,8,2,Job Level_Group_4,Bachelor,Medium,696,Yes,Life,Work Position_Group_2,Team Size_Group_4
Female,19,Single,Part-Time,Day,Location_Group_4,17,Private,Poor,Department_Group_6,Yes,33,Yes,Basic,Fixed,Data-Science,High,Workshop,58,69,66,5,1,Job Level_Group_4,Diploma,Low,3277,No,,Work Position_Group_2,Team Size_Group_4
Female,37,Single,Full-Time,Day,Location_Group_3,44,Public,Average,Department_Group_6,Yes,24,Yes,Basic,Fixed,Finance,Medium,Online,46,61,41,2,6,Job Level_Group_2,PhD,Very High,3482,No,,Work Position_Group_1,Team Size_Group_8
Male,43,Married,Part-Time,Day,Location_Group_2,47,Public,Average,Department_Group_5,No,49,No,Advanced,Percentage,Marketing,Medium,In-Person,67,79,65,9,6,Job Level_Group_2,PhD,High,952,No,,Work Position_Group_1,Team Size_Group_9
Male,36,Single,Part-Time,Night,Location_Group_5,46,Public,Poor,Department_Group_4,Yes,24,Yes,Basic,Percentage,Sale,High,Workshop,71,81,75,4,6,Job Level_Group_2,PhD,Very High,3267,Yes,Both,Work Position_Group_1,Team Size_Group_10
Male,18,Single,Part-Time,Flexible,Location_Group_7,44,Public,Poor,Department_Group_8,No,21,Yes,Advanced,Fixed,Programming,High,,64,64,0,1,1,Job Level_Group_4,Diploma,Low,1292,Yes,Health,Work Position_Group_2,Team Size_Group_4
Female,35,Single,Part-Time,Night,Location_Group_7,42,Private,Good,Department_Group_1,No,35,Yes,Advanced,Percentage,UX-Design,Low,Workshop,53,66,43,5,6,Job Level_Group_2,PhD,High,3805,No,,Work Position_Group_1,Team Size_Group_5
Female,22,Married,Part-Time,Night,Location_Group_3,31,Public,Good,Department_Group_1,No,54,Yes,Advanced,Percentage,UX-Design,Medium,In-Person,63,80,95,9,2,Job Level_Group_4,Bachelor,Low,4487,No,,Work Position_Group_2,Team Size_Group_4
Male,33,Married,Part-Time,Day,Location_Group_2,47,Private,Poor,Department_Group_2,No,20,No,Intermediate,Fixed,UX-Design,High,Workshop,48,64,94,3,6,Job Level_Group_2,PhD,Very High,843,Yes,Health,Work Position_Group_2,Team Size_Group_4
Female,22,Married,Remote,Flexible,Location_Group_3,37,Public,Average,Department_Group_7,Yes,52,No,Basic,Percentage,Marketing,Low,Online,67,77,99,8,2,Job Level_Group_4,Bachelor,Low,1051,Yes,Health,Work Position_Group_2,Team Size_Group_4
Female,31,Married,Full-Time,Flexible,Location_Group_5,45,Public,Good,Department_Group_9,Yes,40,Yes,Basic,Percentage,Project-Management,High,Workshop,68,86,38,1,6,Job Level_Group_2,PhD,Very High,4344,Yes,Health,Work Position_Group_2,Team Size_Group_4
Female,40,Single,Full-Time,Flexible,Location_Group_3,32,Private,Poor,Department_Group_8,No,37,Yes,Advanced,Percentage,Quality-Supervisor,Medium,Online,51,67,41,3,5,Job Level_Group_2,PhD,High,4217,Yes,Life,Work Position_Group_2,Team Size_Group_4
Male,25,Married,Remote,Day,Location_Group_5,15,Private,Good,Department_Group_7,Yes,57,No,Advanced,Percentage,Sale,High,In-Person,65,76,60,9,4,Job Level_Group_3,Bachelor,Low,855,Yes,Health,Work Position_Group_2,Team Size_Group_4
Male,28,Married,Part-Time,Day,Location_Group_4,49,Private,Average,Department_Group_2,No,40,No,Basic,Fixed,Business Strategy,High,,65,65,0,4,4,Job Level_Group_3,Master,Medium,687,No,,Work Position_Group_2,Team Size_Group_4
Female,27,Single,Remote,Flexible,Location_Group_1,20,Public,Good,Department_Group_8,Yes,24,No,Advanced,Percentage,Project-Management,Medium,Online,38,50,56,2,4,Job Level_Group_3,Master,Medium,1166,Yes,Life,Work Position_Group_2,Team Size_Group_4
Female,23,Married,Part-Time,Flexible,Location_Group_4,47,Public,Average,Department_Group_2,No,43,No,Intermediate,Percentage,Data-Science,High,Online,41,59,107,1,2,Job Level_Group_4,Bachelor,Low,1239,Yes,Health,Work Position_Group_2,Team Size_Group_4
Male,23,Married,Contract,Flexible,Location_Group_7,31,Public,Good,Department_Group_1,No,52,Yes,Intermediate,Percentage,UI-Design,Low,In-Person,52,67,115,9,2,Job Level_Group_4,Bachelor,Low,3836,No,,Work Position_Group_2,Team Size_Group_4
Female,41,Single,Contract,Night,Location_Group_3,39,Public,Good,Department_Group_9,No,25,No,Intermediate,Percentage,Finance,Medium,Online,40,52,26,1,8,Job Level_Group_1,PhD,Very High,1472,No,,Work Position_Group_1,Team Size_Group_6
Male,23,Married,Part-Time,Day,Location_Group_5,23,Public,Average,Department_Group_4,No,20,Yes,Basic,Percentage,Sale,Medium,Online,35,45,50,3,2,Job Level_Group_4,Bachelor,Low,3212,Yes,Both,Work Position_Group_2,Team Size_Group_4
Female,40,Married,Full-Time,Day,Location_Group_3,3,Public,Average,Department_Group_2,No,45,No,Basic,Percentage,Sale,High,In-Person,55,72,26,4,9,Job Level_Group_1,PhD,High,1114,No,,Work Position_Group_1,Team Size_Group_10
Male,39,Married,Contract,Day,Location_Group_3,20,Private,Average,Department_Group_5,No,48,No,Intermediate,Percentage,Sale,High,,57,57,0,2,6,Job Level_Group_2,PhD,Very High,1018,Yes,Life,Work Position_Group_1,Team Size_Group_3
Female,28,Single,Remote,Flexible,Location_Group_3,37,Private,Good,Department_Group_2,Yes,33,No,Intermediate,Fixed,Business Strategy,Low,Online,37,49,54,5,3,Job Level_Group_3,Master,Medium,1390,No,,Work Position_Group_2,Team Size_Group_4
Female,33,Single,Contract,Flexible,Location_Group_3,26,Public,Average,Department_Group_5,Yes,31,Yes,Basic,Fixed,Programming,High,Online,30,44,46,4,9,Job Level_Group_1,PhD,High,3888,Yes,Health,Work Position_Group_2,Team Size_Group_4
Female,44,Single,Part-Time,Night,Location_Group_1,34,Private,Good,Department_Group_8,Yes,35,Yes,Advanced,Fixed,Data-Science,Medium,Workshop,38,51,105,5,6,Job Level_Group_2,PhD,Very High,4217,Yes,Life,Work Position_Group_1,Team Size_Group_1
